battery,t_bucket,arr,bp,fever,action,q
9,55,0,0,1,5,238.43269094919037
9,56,1,0,0,5,242.42978231829142
9,57,1,0,0,7,258.3935776297654
9,58,1,1,0,3,261.0434311332569
9,59,1,1,0,2,255.33710652468142
9,0,1,0,0,2,239.76748141491356
9,1,1,1,0,0,256.7203329948552
9,2,1,1,0,5,260.811042429362
9,3,0,1,0,5,244.44211180112683
9,4,0,1,1,2,259.9012396627769
9,5,0,0,1,1,245.0156676916895
9,6,0,0,0,0,228.75543961025718
9,7,0,0,0,1,230.82961936255785
9,8,0,0,1,5,245.6182444444751
9,9,0,0,0,4,233.49337091776704
9,10,0,0,0,2,233.24242407697562
9,11,0,0,0,1,229.10011307666457
9,12,0,0,1,2,247.90417969864407
9,13,0,1,1,1,259.7546660039039
9,14,0,1,1,2,259.7910812580308
9,15,0,0,1,5,241.917641394697
9,16,0,0,0,3,234.89707124914406
9,17,0,0,0,4,228.4248651411707
9,18,0,0,0,5,234.1851327393386
9,19,1,0,1,3,263.40327197630444
9,20,1,1,1,7,293.7643268102396
9,21,0,1,0,3,242.49394928875532
9,22,0,1,0,6,245.74383184616403
9,23,1,0,0,2,246.45052281506855
9,24,1,1,0,5,263.5246613088752
9,25,0,1,0,0,243.25319338390122
9,26,0,1,0,7,254.61696316703342
9,27,0,1,0,5,249.58596094662903
9,28,0,1,0,3,253.5481093095117
9,29,0,0,0,2,235.5461526426705
9,30,0,1,0,4,245.53332353864002
9,31,1,1,0,7,257.7025940082941
9,32,1,0,1,1,262.60851862236905
9,33,1,0,0,1,244.56746097814658
9,34,1,0,1,5,258.890377619938
9,35,1,0,0,7,246.01522644109855
9,36,0,0,0,7,246.0220906810172
9,37,0,0,0,0,227.5401362942909
9,38,0,0,0,1,231.0170777778978
9,39,0,0,1,6,245.84708782625248
9,40,1,0,1,3,261.6485089850158
9,41,1,0,1,7,274.4404611481455
9,42,0,1,1,0,256.017241422939
9,43,0,1,1,7,255.2367162532508
9,44,1,0,0,2,246.55128632597498
9,45,1,1,0,4,256.8630361755922
9,46,0,1,0,3,244.1883495845805
9,47,0,1,0,4,242.3468928433488
9,48,0,1,0,7,254.79899118746084
9,49,0,0,0,5,231.19566618619274
9,50,1,0,0,7,255.69900115045135
9,51,0,0,1,3,239.91351419452405
9,52,0,0,0,1,228.13227710963082
9,53,0,0,0,6,233.8273972344559
9,54,1,1,0,1,255.77169869721413
9,55,1,1,0,3,260.5141967543589
9,56,1,1,1,3,270.6643386515885
9,57,1,0,0,5,242.60774944544437
9,58,0,0,0,2,232.49795873410096
9,59,0,0,0,7,245.51934884724437
9,1,1,0,0,2,240.38888520967907
9,2,1,0,0,2,242.95992166515987
9,3,1,0,0,6,247.6945940892056
9,4,0,1,0,0,241.77777447773974
9,5,0,1,0,1,244.73224439921452
9,6,0,1,0,5,244.60552380775522
9,7,0,1,0,0,243.53983279121613
9,8,0,1,0,6,248.87180744274715
9,9,0,1,0,4,245.3130532898488
9,10,1,1,0,7,276.90758596780285
9,11,1,1,0,1,260.43049693676494
9,12,1,1,0,4,257.3346587650733
9,13,0,1,0,1,241.86271960949162
9,14,0,1,0,4,245.46430753195472
9,15,1,1,0,7,276.6611515927123
9,16,0,0,1,6,254.0090572140282
9,17,1,1,1,3,274.78459189977775
9,18,1,1,0,2,257.53177175786954
9,19,1,1,0,6,263.97052164932535
9,20,0,0,0,1,229.65140476253342
9,21,0,0,0,3,227.48701241684577
9,22,0,1,0,2,245.36927939066624
9,23,0,0,0,5,229.1763559399295
9,24,0,0,0,3,230.82356126038087
9,25,0,0,0,4,229.56000061825793
9,26,0,0,0,2,228.6573530235542
9,27,0,1,0,4,243.06175637856876
9,28,0,1,0,5,245.14387962177346
9,29,0,1,0,3,248.60822622877868
9,30,0,1,0,0,242.4473887720687
9,31,0,1,0,3,253.53511542751673
9,32,0,0,0,6,234.40529400326525
9,33,1,1,0,4,256.0069074066158
9,34,0,1,0,2,240.10346501671881
9,35,0,0,0,4,231.779641817044
9,36,0,0,0,1,229.79925769474855
9,38,0,0,0,5,229.75537914965375
9,39,0,0,0,0,226.27852491939072
9,40,0,0,0,1,226.5156384032734
9,41,0,0,0,4,232.04633959041612
9,42,0,0,0,0,228.37538906370278
9,43,0,0,0,1,228.08550077931534
9,44,0,0,0,2,235.58113330161484
9,45,0,0,0,5,232.0948042656952
9,46,0,0,0,4,233.84265217710546
9,47,1,0,0,2,241.8688646413618
9,48,1,0,0,6,242.45609719281634
9,49,1,1,0,3,255.96245276307067
9,50,1,0,1,6,264.0746337449532
9,51,0,0,1,5,241.65152621814212
9,52,0,0,0,3,225.07651232334675
9,53,0,0,0,0,224.832201286103
9,54,0,0,0,1,227.7371279484453
9,55,0,0,0,4,231.58447406684974
9,56,1,0,0,6,239.95362278432395
9,57,1,1,0,7,260.7454216335288
9,58,0,0,0,7,232.489089142842
9,59,0,0,0,3,232.34892383597708
9,0,0,0,0,4,230.3433087010747
9,1,0,0,0,7,229.48746341044728
9,3,1,1,0,6,261.62928061887794
9,4,0,0,0,4,233.31753666677048
9,5,0,0,0,2,230.4871215041178
9,6,0,0,0,7,245.05229033781546
9,7,1,0,0,0,241.30456128903006
9,8,1,0,0,1,242.551735766978
9,9,1,0,0,3,244.17424611183716
9,10,1,0,0,2,246.06077906297628
9,11,1,0,0,0,244.46366623720147
9,12,1,0,0,5,244.56912217851175
9,13,0,0,0,0,228.83598462314433
9,14,0,0,0,2,231.82624387353528
9,15,0,0,0,2,232.4652647448445
9,16,0,0,0,6,236.84659545962913
9,17,0,1,0,2,245.68908120643982
9,19,0,0,0,7,236.97644478916484
9,20,0,1,0,1,245.32707369430756
9,21,0,1,0,7,256.0043635719208
9,23,0,0,0,4,229.86339827297266
9,25,0,1,0,6,249.82325979558516
9,26,0,1,0,0,243.93991346087932
9,27,0,1,0,1,245.27313556259764
9,30,0,1,0,1,243.39583736054374
9,33,1,0,0,6,244.43222495435845
9,34,1,0,0,3,243.49527002714882
9,35,1,1,0,2,263.1640912617215
9,36,1,0,0,2,240.63648279332094
9,37,1,1,0,7,258.6332635179173
9,38,1,1,0,1,256.82819747727206
9,39,1,1,0,0,258.196017438074
9,40,1,1,0,6,262.20300893925463
9,41,0,0,0,7,233.7025006428943
9,43,0,0,0,3,235.6521529698404
9,44,0,0,0,5,236.5878675847451
9,45,0,0,0,7,241.00847817790182
9,46,0,1,0,5,244.34069540850348
9,47,0,1,0,0,239.61742033056413
9,48,0,1,0,0,240.23946447632133
9,49,0,1,0,1,241.78099819236067
9,50,0,1,0,5,241.24203638380519
9,51,1,1,0,5,256.93675401305177
9,52,1,1,1,5,271.02689918265304
9,53,0,1,0,3,246.74250895774574
9,54,0,0,0,7,237.1685031524546
9,55,0,1,0,5,244.71752132201368
9,56,0,1,1,0,252.45380990973143
9,57,0,1,1,4,255.31991246946995
9,58,1,1,1,3,273.3209557192396
9,59,1,1,0,6,260.4477868732595
9,0,0,1,0,4,245.43815347785718
9,1,0,1,0,2,247.7824993821722
9,2,0,0,0,7,243.68839091218447
9,3,0,1,0,4,246.65378336883657
9,4,1,1,0,7,272.2252397145398
9,6,0,1,0,7,260.29139483155365
9,7,0,1,0,5,249.22916788360905
9,8,0,1,1,5,260.74914900831726
9,9,0,1,0,5,243.59385944398812
9,10,0,1,0,6,247.30163571453414
9,11,1,0,0,5,254.24311644101388
9,12,0,0,0,7,244.07793651555738
9,13,1,0,0,0,242.14308394170152
9,14,1,0,0,7,241.08189516820798
9,15,1,0,1,0,257.35125560660117
9,16,1,0,1,4,258.4189661132594
9,17,0,0,1,0,243.59544341232132
9,18,0,0,1,6,249.47441513566838
9,19,0,0,1,2,247.27331845254974
9,20,0,0,1,2,244.29200864484415
9,21,0,0,1,0,243.40270245546307
9,22,0,0,1,5,244.2812326589849
9,23,0,0,0,6,235.86245318913058
9,24,0,1,0,1,243.2025696411151
9,26,0,1,0,1,244.94693631177992
9,27,0,1,0,0,245.31303159496568
9,29,0,1,0,7,255.9320322021623
9,30,0,0,1,0,243.515139263571
9,31,0,0,1,6,248.371485011468
9,32,0,1,1,2,260.9432626844854
9,33,0,0,1,3,245.10316553856904
9,34,0,1,0,3,244.32810157899536
9,35,0,0,0,1,233.90469308827952
9,36,0,0,1,3,243.76449439664978
9,37,0,0,0,3,232.04799520773375
9,38,0,1,0,1,241.63730957297997
9,39,0,1,0,1,242.65770840032002
9,40,0,1,0,5,244.07912767866713
9,41,0,1,1,3,256.39937757427333
9,42,0,1,0,0,241.10553385790934
9,43,0,1,0,4,246.4459415696244
9,44,1,1,0,5,262.4390612178836
9,45,0,1,0,2,247.0804868000159
9,46,0,0,0,1,230.41487553000664
9,47,0,0,0,7,241.9377581969526
9,48,1,1,0,2,256.56326343272633
9,49,1,0,0,2,244.8589604083652
9,50,1,1,0,5,258.6263856128906
9,51,0,1,0,5,242.82935340120105
9,52,1,1,0,2,253.08223395866267
9,53,1,1,0,1,253.83943788940564
9,55,1,1,1,5,273.55165104697863
9,56,0,1,0,5,247.412749003935
9,57,0,1,0,6,246.02409298205654
9,58,0,1,0,5,245.33234848287935
9,59,0,1,0,0,241.53892604612147
9,1,0,1,0,0,239.46512489840987
9,2,0,1,0,7,248.06088043141568
9,3,0,1,0,2,243.70868114273753
9,4,0,0,0,0,230.66151280900934
9,5,0,0,0,7,242.48467158579584
9,6,0,0,0,5,236.04081844250499
9,7,0,0,0,5,232.84339613558538
9,8,0,0,1,1,244.201594390972
9,9,0,0,1,6,249.1915030532549
9,10,0,1,1,1,260.1593357946025
9,11,0,1,0,2,245.25739632796646
9,13,1,1,0,3,257.9128584358403
9,14,1,0,1,4,259.64807651633146
9,16,0,0,0,2,228.7968872205159
9,17,0,1,0,4,245.7915058942764
9,18,0,1,0,7,248.48817957112905
9,19,0,1,0,1,245.26437232495994
9,20,0,1,1,4,259.64920379241744
9,21,0,1,1,4,263.6912089969015
9,22,0,1,1,4,256.87192987656965
9,23,1,1,1,0,270.41424919706094
9,24,1,1,1,3,272.24149203970103
9,25,1,1,1,2,270.5586893423932
9,26,1,0,1,0,258.4531940399181
9,27,1,0,1,1,257.33254387142887
9,28,1,0,0,5,248.30541968552913
9,29,0,0,0,0,230.2480827099505
9,30,0,0,0,7,250.26631779802818
9,31,0,0,1,3,254.38337990610236
9,32,0,0,0,4,233.46685240334583
9,33,0,0,0,4,229.40053186779994
9,34,0,0,0,0,228.6310792193029
9,35,0,0,0,0,226.58070303954773
9,37,0,0,0,4,225.31297109076746
9,39,0,0,0,6,228.07020705442585
9,40,1,0,0,7,242.38932705734302
9,41,1,0,0,7,250.69581577011297
9,42,0,0,0,7,239.52535788382048
9,43,0,0,0,6,234.10831544456568
9,44,1,0,0,0,241.30423985173863
9,45,1,0,0,1,238.84052300423215
9,47,0,0,0,0,226.27375581790704
9,48,0,0,0,1,229.34360100084402
9,49,0,0,0,2,228.7410549398811
9,51,1,0,1,2,256.9419948416237
9,52,1,1,1,0,269.8402544072447
9,53,1,1,1,4,269.896196326305
9,54,1,1,1,2,269.4032648966571
9,56,1,1,0,1,255.70151733703617
9,57,1,1,0,6,273.9725735325321
9,58,1,0,0,0,243.11276602365587
9,59,1,0,0,6,248.44015850371323
9,0,0,0,0,7,246.53365404587635
9,1,1,0,0,4,242.84293165077074
9,2,0,0,0,1,227.00024623462943
9,3,0,0,0,5,235.5093474515825
9,4,0,0,0,5,232.0880495163499
9,5,0,0,1,2,242.7417036941566
9,6,0,0,1,3,245.08581446350797
9,7,0,0,0,2,229.00680319238813
9,8,0,0,0,6,229.0756568829537
9,9,0,0,0,0,230.4796066450827
9,10,0,0,0,3,235.20482012599706
9,12,0,0,0,1,232.4090627309825
9,13,0,0,0,3,237.2658390532671
9,14,0,1,0,5,246.24908105117066
9,15,0,1,0,0,242.2829813281187
9,16,0,1,0,1,240.98661948991776
9,17,0,1,0,6,245.790716247837
9,18,1,0,0,5,245.6706192950312
9,20,0,0,1,0,243.9073502678857
9,21,0,0,1,1,251.1517395746053
9,22,0,0,0,6,228.9277449630462
9,23,1,0,0,4,243.71213041289718
9,24,0,0,0,2,226.93504924856526
9,25,0,0,0,3,234.86116300410453
9,27,1,0,0,7,247.24303150098913
9,28,1,1,0,6,263.1888950204418
9,29,1,0,0,5,245.860180605388
9,30,0,0,1,5,245.266718356152
9,31,1,0,0,7,258.0100976864659
9,32,1,0,0,2,243.90371702872966
9,33,1,1,0,7,269.5005995992163
9,34,0,0,1,5,242.84529124338692
9,37,0,0,0,1,230.3546611982636
9,38,0,0,1,2,240.83467935115127
9,39,0,0,1,3,243.01589343099755
9,40,0,0,0,2,231.50908061683623
9,41,0,0,0,6,243.31445159764849
9,42,1,0,0,1,246.66361606087582
9,43,1,0,1,1,257.4225509666218
9,45,1,0,0,0,239.63310829150748
9,46,1,0,0,0,240.08009423643182
9,48,1,1,0,0,252.40801564410148
9,49,1,1,0,2,256.1314224106697
9,50,1,0,0,0,240.15797298947737
9,51,1,0,0,5,241.47390159524457
9,53,0,0,0,4,228.21955231107094
9,54,0,0,0,0,224.74645858481955
9,56,0,0,0,6,230.9101367415941
9,57,0,1,0,3,245.26991690476984
9,58,0,0,1,0,239.50058375408034
9,59,0,0,1,1,242.21960012018073
9,0,0,0,0,3,230.68954290721186
9,1,0,1,1,7,272.7037061175351
9,2,0,1,0,1,241.12743122913452
9,3,0,1,0,0,243.47809323706778
9,4,0,1,0,3,244.51843169334677
9,5,0,0,0,4,230.45579670080733
9,6,1,0,0,3,245.48517574141425
9,7,1,0,1,1,259.8436163992115
9,8,1,0,0,0,242.0956310725113
9,9,1,0,0,0,244.57656926143125
9,10,1,0,0,0,244.88511084309908
9,11,1,0,0,1,244.84538970885177
9,12,1,0,1,5,261.17930432738984
9,13,1,0,0,1,243.28373115089818
9,17,0,0,0,2,232.12267880337717
9,18,0,0,0,2,232.72534403034854
9,19,0,0,0,4,231.51448552429258
9,20,0,0,0,6,233.28605123684287
9,21,0,0,0,5,230.94008167960726
9,22,0,0,0,7,246.96703951089626
9,23,1,0,0,0,239.43079431615772
9,24,1,0,0,2,246.27476715959443
9,25,1,1,0,6,257.6757044325218
9,27,0,0,0,3,230.40835120122105
9,28,0,0,1,5,243.81314918043847
9,29,0,0,0,7,245.86502467634241
9,30,0,0,0,5,234.5130034457044
9,31,0,0,0,6,237.587031081811
9,32,0,1,0,2,244.57182233996963
9,34,0,0,0,7,235.75149279423692
9,35,1,1,0,6,271.1821847399061
9,36,0,1,0,7,257.14887526832854
9,37,1,0,1,5,255.72220650651568
9,38,0,0,1,4,243.6542190315788
9,39,0,0,1,2,241.80849283355641
9,40,0,0,1,2,241.6564902254486
9,41,0,1,1,6,256.3009560107296
9,42,0,0,1,0,239.8288063217323
9,43,0,0,1,3,249.66321993279226
9,44,0,0,0,6,237.4857890340915
9,45,1,0,0,6,244.9077072032047
9,46,1,1,0,4,253.30022312490257
9,47,0,1,0,1,241.2881612323322
9,49,0,1,0,6,248.87511454106007
9,51,1,1,1,5,273.2748341222293
9,52,1,1,0,3,254.7143575553755
9,53,1,0,0,7,255.06188093992006
9,54,1,1,0,3,260.3995886766057
9,56,1,0,0,2,244.02258105969386
9,58,0,1,1,7,275.14387303208423
9,59,0,1,0,7,255.06604201287885
9,1,1,0,0,6,254.06278251856608
9,2,0,0,0,5,236.3796155716433
9,3,0,0,0,1,229.07926944655296
9,4,0,0,1,5,249.60313348635069
9,5,0,0,0,1,230.35714648817276
9,7,0,1,0,1,245.15420908794124
9,8,0,1,0,0,241.0969246886924
9,9,0,1,0,0,240.22358231804
9,10,0,1,0,7,258.4473303795593
9,11,0,1,1,3,260.58572266865815
9,13,0,0,1,2,247.60627838715146
9,14,0,0,1,5,244.00171089926852
9,15,1,0,0,3,255.6147403026277
9,16,1,1,1,4,278.2471493830809
9,17,0,1,1,5,262.14928146900604
9,19,1,1,0,3,260.1400708002826
9,20,1,1,0,3,258.3980689525675
9,21,1,0,0,1,239.09626988343754
9,22,1,0,0,6,253.10694240150588
9,23,0,1,0,5,242.69977032555175
9,26,0,1,0,5,249.5300090701214
9,27,0,1,0,6,249.24051348083603
9,28,1,1,0,5,261.49644612511645
9,30,0,0,0,6,236.79312227100496
9,31,0,0,0,1,226.7815421978224
9,32,0,0,0,2,230.35459051853954
9,33,0,0,0,3,233.71956477340515
9,35,0,0,1,2,241.98253446158034
9,36,0,0,1,7,256.1421385455996
9,37,0,0,0,6,228.94667520467988
9,38,1,0,0,6,241.44828797155347
9,39,0,0,0,1,227.23005100493822
9,40,0,0,0,7,240.08021986146986
9,41,0,0,1,3,243.53890881154038
9,42,0,1,1,1,257.1910187518876
9,43,0,1,0,3,248.98662580966325
9,44,0,0,0,3,235.59887716823764
9,45,0,0,0,0,226.85972388124785
9,46,0,0,0,3,236.3911307537131
9,47,0,0,0,3,232.6508138615785
9,48,0,0,1,1,243.8911378325087
9,49,0,0,0,3,229.93344784785648
9,50,0,1,0,1,241.2220662715747
9,51,0,1,0,2,245.93787221529703
9,52,0,1,0,3,244.70575194819622
9,53,0,0,1,1,240.82183023840173
9,54,0,0,0,5,230.55492918196768
9,55,0,0,0,1,225.48102414461746
9,56,0,0,1,4,241.54875518322356
9,57,1,0,1,0,257.41238652005876
9,58,1,0,1,3,259.71505565883604
9,59,1,1,0,3,255.2493834293267
9,0,1,0,0,6,243.134404645546
9,1,0,1,0,6,251.5668116649686
9,2,0,0,0,6,236.9788209160012
9,3,0,0,0,2,227.3428133905074
9,4,0,1,0,2,244.16356490932904
9,5,0,0,0,3,236.51327798997895
9,7,0,0,1,4,245.45945479086816
9,8,0,0,1,7,259.055051590532
9,9,1,0,1,6,262.46531439008254
9,10,0,0,1,3,245.09319926993507
9,11,0,0,0,4,228.77679452903112
9,14,0,1,0,2,248.5780951955982
9,16,0,1,0,0,242.17210737256562
9,17,0,1,0,0,241.74427485265065
9,18,0,1,0,0,242.6328751212635
9,19,0,1,0,7,260.0844942504561
9,20,0,0,0,7,243.18435088055008
9,21,0,1,0,0,241.01587393030172
9,22,0,1,0,4,243.48071283451625
9,23,0,1,0,7,253.30827389326404
9,24,0,1,0,0,242.75486760704274
9,25,0,1,0,5,245.44158984201107
9,26,1,1,0,3,263.79720299179047
9,27,1,0,0,4,246.18734035518207
9,28,0,0,0,3,231.46884711728325
9,29,0,0,1,1,244.7752891379894
9,30,0,0,0,2,231.11391439001687
9,32,0,0,0,3,232.8079011632885
9,33,0,1,0,4,240.37099500855237
9,34,1,1,0,7,271.9782762008304
9,35,1,0,1,5,258.23194452609647
9,36,0,0,1,2,244.86977755415845
9,37,0,0,1,6,245.01499500902716
9,38,0,1,1,6,256.87475615528535
9,39,0,0,1,4,240.44639492879492
9,40,0,0,1,6,241.8105019009317
9,41,0,1,1,0,256.5027543725431
9,42,0,1,1,2,256.6019002201527
9,44,0,1,0,6,249.67507755983672
9,45,0,0,0,3,236.2512753243768
9,46,0,0,0,7,237.6862483875111
9,49,0,1,0,2,239.62905092356743
9,50,0,0,0,4,226.6080540632803
9,51,0,0,0,6,231.02002609557758
9,52,0,1,0,5,244.05132901746737
9,53,1,1,0,0,253.49600052709872
9,54,1,1,0,0,256.64106967871675
9,56,1,1,0,5,257.9096600884094
9,57,0,1,1,6,255.118221241558
9,58,0,0,1,3,243.18746922527782
9,59,0,0,0,5,234.43315754073186
9,0,0,0,0,5,230.54047116466234
9,1,0,0,0,0,227.89326075921784
9,3,1,0,0,3,244.87654028615066
9,4,1,0,0,5,246.76799517150843
9,5,0,0,0,6,237.76731329761512
9,8,0,1,0,1,242.75631438862462
9,10,0,1,0,4,244.5386857850185
9,13,0,1,1,3,265.73260821415016
9,15,1,1,0,1,260.53819347330136
9,16,1,1,0,4,260.1629389778918
9,18,0,0,0,0,229.06207062623125
9,19,0,0,0,2,235.21319258031835
9,20,0,0,0,5,234.69295052847625
9,21,0,0,0,7,246.7738677659231
9,22,0,1,0,5,243.14123147488237
9,23,1,1,0,3,258.9034867389397
9,24,1,0,0,5,242.75808344653902
9,25,0,0,0,1,227.4121592382105
9,26,0,0,0,1,230.0347531329605
9,28,0,0,0,7,240.63667256830323
9,31,0,0,0,5,229.92663509467943
9,32,0,0,0,1,227.73963658743799
9,33,0,0,0,7,239.62566845699797
9,34,0,0,1,1,242.48593817847348
9,35,0,0,0,2,231.71725023330336
9,37,1,1,0,4,256.2222396898051
9,38,0,1,0,0,239.89475939319343
9,39,0,1,0,3,244.46238291590112
9,40,0,1,0,6,247.19021372417086
9,41,0,0,0,2,234.52719593562804
9,42,0,0,0,6,232.9659889593408
9,43,1,0,0,4,245.15414628679733
9,44,1,0,0,7,260.5469386371679
9,45,0,1,1,2,261.40082377631444
9,46,0,0,1,3,245.5783336368697
9,47,0,1,0,2,248.12502794352682
9,48,0,0,0,0,226.39574579575395
9,51,0,1,0,3,244.93817730990975
9,52,0,1,0,0,241.24684070702958
9,53,0,1,0,6,245.04592153117017
9,55,1,0,0,6,243.41448330798522
9,56,0,0,0,5,226.26422815068975
9,57,1,0,0,4,243.46185077331742
9,58,1,0,0,3,242.67593495112877
9,59,1,0,0,7,262.0805300146634
9,0,0,0,0,2,227.69336694259033
9,1,0,0,0,2,231.30158541317172
9,4,1,1,0,1,258.36107862385614
9,5,1,1,0,7,270.61363537762816
9,9,0,1,0,2,246.55325640766773
9,10,0,0,0,7,243.49397022516513
9,12,0,0,0,0,226.32408271270586
9,15,0,1,0,1,242.83081435182999
9,18,0,0,0,6,238.42960874863212
9,20,0,0,0,2,232.76093602812202
9,21,0,0,0,6,235.9272822211028
9,22,0,0,0,4,232.39425810168413
9,23,1,0,0,7,265.00943642032996
9,24,1,1,0,2,260.42996614232266
9,25,1,0,0,6,251.82224883131278
9,26,0,0,0,5,228.9727939932984
9,27,0,0,0,0,226.46841009322327
9,28,0,0,0,6,234.44582223876824
9,29,0,0,0,3,235.74305886850135
9,31,1,0,0,4,242.86966677243583
9,33,0,0,0,0,226.82538118005158
9,34,0,0,0,2,234.41700041063535
9,36,0,0,0,6,235.25809724977094
9,37,0,0,0,7,244.36522195213988
9,38,0,0,0,4,227.37569233979508
9,40,0,0,1,0,240.22496029548972
9,41,0,0,1,0,241.42371135726592
9,42,0,0,1,1,242.8103360965081
9,43,0,0,0,7,240.64844608096195
9,44,1,1,0,0,254.8634284228133
9,45,1,1,0,7,259.99268337939395
9,46,0,0,0,0,228.6369285341329
9,47,0,0,0,6,234.84972701699158
9,48,0,0,0,4,231.0956249799755
9,49,0,0,0,6,235.57153562431967
9,51,0,1,0,4,241.84919180299107
9,54,0,1,1,4,259.6768317123289
9,55,0,1,1,0,254.66235521954917
9,56,0,1,1,2,259.74606804885343
9,57,0,0,1,3,245.31018399162485
9,58,0,1,1,2,254.02433414015007
9,59,0,1,1,5,259.1931585588023
9,0,0,1,0,1,243.1773933212522
9,3,0,0,0,3,231.46266132902014
9,4,0,0,0,6,237.62588026082028
9,5,1,1,0,0,256.8535926684053
9,6,1,1,0,4,257.5285650784946
9,7,1,1,0,3,260.92121457503464
9,8,1,1,0,3,262.9042486632294
9,10,0,0,0,4,233.04387290234044
9,11,0,0,0,7,242.96920585843534
9,13,1,0,0,5,245.5846056690707
9,14,1,0,0,3,244.37523732113942
9,15,1,1,0,5,262.9761546689116
9,16,0,1,0,4,243.3235131569051
9,17,1,1,0,5,260.4833171565813
9,18,1,1,0,3,256.11868421539947
9,21,1,1,0,6,258.48301781145045
9,24,0,0,0,0,226.64424299960262
9,25,0,0,0,7,245.07658865922636
9,26,0,0,0,7,239.56776036940343
9,29,0,0,0,5,236.52934766324304
9,30,0,0,0,4,231.4055425206586
9,32,0,1,0,5,242.58335918500492
9,33,0,1,0,3,243.30390595142066
9,36,1,0,0,5,243.07111380109956
9,39,0,0,1,0,238.7705230067205
9,40,0,0,1,7,256.1373785647525
9,41,1,0,0,0,242.52493699583644
9,42,1,0,0,4,244.256011567817
9,43,0,0,0,4,232.0164803597458
9,44,0,0,0,0,228.0503384496222
9,47,0,0,0,5,228.57570942573955
9,48,0,0,0,5,228.50805933577922
9,49,0,0,0,1,229.68202233814088
9,50,0,0,1,2,241.4802350434409
9,51,0,0,1,0,236.82475871710636
9,52,0,0,1,3,240.76795290060676
9,55,1,0,1,2,255.1764551416709
9,56,1,0,1,3,260.5984783765113
9,57,1,0,1,3,259.0168505229455
9,58,1,1,0,5,256.9791339059899
9,59,0,1,0,6,248.1582418450525
9,0,0,0,0,6,234.64140782182483
9,2,1,1,0,2,259.6590031705775
9,3,1,0,0,0,240.92343438374797
9,4,1,0,0,2,245.49573864178822
9,6,0,0,1,0,243.71448792583334
9,7,0,0,1,1,245.85898296379324
9,8,0,0,1,0,243.4172990296639
9,9,0,0,1,7,258.005548446452
9,10,0,1,0,3,242.98209608374677
9,11,0,0,1,2,250.6671349773816
9,12,0,1,1,1,259.9701084044704
9,14,0,1,1,7,264.109226473625
9,15,1,0,0,5,243.51112042590228
9,19,0,0,0,3,231.672695252124
9,21,1,0,1,5,259.15048912176076
9,24,0,0,0,5,227.7150196639074
9,27,1,1,0,3,269.18088412952045
9,28,1,1,0,0,255.64501785948465
9,29,1,1,0,0,255.44747221168564
9,30,1,1,0,6,270.6057881759225
9,31,1,0,0,0,243.221518670223
9,32,1,0,0,6,245.80187728535705
9,35,0,0,0,7,240.63214095616263
9,37,1,0,0,5,252.8333625753594
9,39,0,1,1,7,271.7055112518514
9,40,1,0,0,6,254.01868770032715
9,41,0,1,0,1,244.2473110181012
9,42,0,1,0,2,245.83588534700553
9,43,0,1,0,0,241.01436415897194
