battery,t_bucket,arr,bp,fever,action,q
9,24,1,1,0,3,256.9386102364206
9,25,1,1,0,2,244.9357252768924
9,27,0,1,0,5,238.22594078245658
9,28,0,1,0,7,242.69680311480906
9,29,0,0,0,7,231.58334943026432
9,30,1,1,0,3,244.72742953066924
9,31,1,1,1,0,259.0258184101876
9,32,1,1,1,4,258.46613266940335
9,33,1,1,1,7,260.1651827571955
9,34,1,0,1,5,243.89517745936251
9,35,1,0,0,7,243.2115572330922
9,36,0,0,0,6,221.84253247904599
9,37,0,0,0,0,214.55673458672334
9,38,0,0,0,6,215.25372839970512
9,39,1,1,0,5,246.69066160273954
9,40,1,1,0,5,246.32458223225487
9,41,1,1,1,3,258.52391227988755
9,42,1,1,1,3,265.2638613474772
9,43,1,0,0,2,229.2762325896285
9,44,1,0,0,6,232.36651941572876
9,45,0,1,0,3,244.86427068077012
9,46,0,1,0,6,229.7819725655789
9,47,0,1,0,6,234.84792806912776
9,48,0,0,0,3,218.95964773916654
9,49,0,0,0,1,216.1499032268579
9,50,0,0,0,1,215.09250391756675
9,51,0,0,1,7,243.65866914591732
9,52,1,0,0,2,228.03992672149982
9,53,1,0,0,0,228.73419671885264
9,54,1,0,0,4,233.38848180607948
9,55,0,0,0,4,215.22822467884714
9,56,0,0,0,0,215.5313237963155
9,57,0,0,0,6,220.34185691458836
9,58,0,0,0,6,222.50404927786875
9,59,1,0,0,6,233.71620265497586
9,0,1,0,0,7,244.9481183258476
9,1,0,0,0,0,213.34609492640294
9,2,0,0,0,1,216.84523248349916
9,3,0,0,0,7,229.46484304304377
9,4,0,1,0,7,245.50358114194486
9,5,1,0,0,3,236.13453722113204
9,6,1,0,0,5,234.6658640223584
9,7,0,0,0,4,219.51326672978263
9,8,1,0,0,5,234.61782760241704
9,9,0,0,0,5,221.142282255815
9,10,1,0,0,4,232.2289279480755
9,11,1,0,0,6,236.2884041116485
9,12,1,0,0,2,233.04503854035244
9,13,1,0,0,0,231.3423678486931
9,14,1,0,0,1,233.07217879776294
9,15,1,0,1,1,248.9208099071906
9,16,1,0,1,6,248.7517267244081
9,17,1,1,1,2,263.6611528328412
9,18,1,1,1,0,255.71333993378775
9,19,1,1,1,6,263.92773650190736
9,20,0,0,1,7,248.3575414955867
9,22,0,1,0,3,234.67569260413168
9,23,0,0,0,6,218.07690145486492
9,24,0,0,0,0,216.17310741942993
9,25,0,0,0,3,217.75916306453828
9,26,0,1,0,5,233.3302517624224
9,27,0,1,0,0,230.2726803809515
9,28,0,1,0,4,231.35033841300674
9,29,0,1,0,4,230.16410185489448
9,30,1,1,0,7,257.7787732009814
9,31,0,0,0,4,214.9442936790831
9,32,1,0,0,3,233.74323775282272
9,33,1,1,0,0,242.56840542754634
9,34,1,1,0,6,244.44251167296764
9,35,0,0,0,7,217.80770094274973
9,36,0,1,0,4,228.85022693526713
9,37,0,1,0,2,230.26964343321805
9,38,0,1,0,1,227.33947667850146
9,39,0,1,0,2,232.91609374059246
9,40,0,0,0,3,221.64754982342612
9,41,0,1,0,2,235.65333702868114
9,42,0,0,0,3,223.46677506367848
9,43,0,0,0,1,216.3224599017643
9,44,0,0,0,4,217.3392948031433
9,45,0,0,0,3,220.75033321345086
9,46,0,1,0,0,229.1910350682457
9,47,0,1,0,1,231.76272544754647
9,48,0,1,0,2,233.97082271787949
9,50,0,0,0,4,219.94659382923587
9,51,0,0,0,6,221.23973754105884
9,52,0,1,0,5,230.87357499364475
9,53,0,1,0,1,231.24880517412902
9,54,0,1,0,6,235.5632408674443
9,55,1,1,0,1,248.0299183512597
9,56,1,1,1,5,259.1868508459127
9,57,1,1,0,1,245.13318867945353
9,58,1,1,0,7,256.8388424004346
9,59,0,0,0,4,216.98015006231802
9,0,1,0,0,1,231.05893735927665
9,1,1,0,0,5,237.2888825987797
9,2,0,0,0,5,223.04977407214426
9,3,1,0,0,1,233.04352301945104
9,4,1,0,0,2,231.82932773754555
9,5,1,1,0,3,246.7884674157188
9,6,1,0,0,6,233.5684605853766
9,7,1,0,0,7,244.8604305463062
9,8,0,0,0,4,219.81587049611537
9,10,0,0,0,0,217.03941755235684
9,11,0,0,0,3,224.61137429129076
9,12,0,0,0,6,227.21391212103865
9,13,0,1,0,2,237.9192653755823
9,14,0,0,0,7,233.24473291192197
9,15,1,0,0,7,248.70216237512645
9,16,0,0,1,5,233.40506487732597
9,17,0,0,0,5,217.74315253210904
9,18,1,0,0,1,230.80968578230596
9,19,1,0,0,1,232.43179900782485
9,20,1,0,0,2,233.7593259104836
9,21,1,1,0,2,245.12418369810314
9,22,1,1,0,2,247.42896422152467
9,23,1,0,0,3,228.4900407634866
9,24,1,0,0,6,234.15410184738653
9,25,0,1,0,7,247.8821771658588
9,26,0,1,0,0,230.574007129955
9,27,0,1,0,4,232.75531052571608
9,28,1,1,0,0,240.59999962080985
9,29,1,1,0,5,243.47187057793099
9,30,0,1,0,7,233.62302179160213
9,31,0,0,0,7,231.38649862682905
9,32,0,0,0,6,220.85364104021144
9,33,1,0,0,3,233.45091533065633
9,34,1,0,1,0,242.63268268062387
9,35,1,0,1,3,247.9022746374974
9,36,1,0,0,1,227.56455199461965
9,37,1,0,0,0,228.38674687442654
9,38,1,0,0,2,232.98255280858294
9,39,1,0,0,1,229.47541252585265
9,40,1,0,0,6,234.0947619166123
9,41,0,0,0,5,217.25346217481342
9,42,0,0,0,4,217.97728429462867
9,43,0,0,0,6,221.74973949656757
9,44,1,0,0,2,233.21723079427073
9,45,1,1,0,0,242.4649065400499
9,46,1,1,0,7,264.68385405893633
9,47,0,1,0,3,230.85060793549562
9,48,0,0,0,2,220.90560788242567
9,49,0,1,0,5,233.49819188938415
9,50,0,1,0,7,240.6647896465742
9,51,1,1,0,3,246.24305465207144
9,52,1,0,1,2,242.52775909012234
9,53,1,1,1,3,260.6958605866978
9,54,1,0,0,5,231.2474713139848
9,56,0,0,0,1,216.63105892587788
9,57,0,0,0,7,229.96525526451398
9,58,1,1,1,5,260.5946219361363
9,59,1,1,0,7,249.76372982408986
9,0,0,1,0,3,235.55865897783033
9,3,0,0,0,0,218.4683834465132
9,4,0,0,0,5,223.24128509724352
9,6,0,1,0,6,239.86310498381
9,7,0,1,0,5,234.78049035228543
9,8,0,1,1,5,246.15518713190266
9,9,0,1,0,4,230.71861503705867
9,10,0,1,0,0,232.2806155014219
9,11,0,1,0,4,234.04587139742128
9,12,0,1,0,3,238.50630968620175
9,13,0,0,0,5,226.53481090221737
9,14,1,0,0,7,248.00175901143086
9,15,1,0,1,0,246.36507496884508
9,16,1,0,1,0,242.39263740064456
9,17,1,0,1,7,261.9599328254883
9,18,0,0,0,2,219.04565044817036
9,19,0,0,0,0,215.19230066366623
9,20,0,0,0,0,216.0685043110522
9,21,0,0,0,1,215.53756977880326
9,22,0,0,0,6,219.53401597855898
9,23,0,1,0,0,230.08417295698183
9,25,0,0,0,5,218.1743715716482
9,26,0,0,1,2,229.1711469268572
9,27,0,0,1,7,244.0820585249399
9,28,1,0,0,7,236.74480797818848
9,30,0,0,0,1,216.28882260497315
9,31,0,0,0,3,223.31485698149663
9,32,0,1,0,5,233.33859385277884
9,33,1,1,0,2,244.24684190166718
9,34,1,1,0,2,242.26140808164698
9,36,1,0,1,1,243.87989960594828
9,37,1,0,0,2,231.72168503484264
9,38,1,1,0,2,245.74889868216303
9,39,1,0,0,3,228.6096031031504
9,40,1,0,0,2,230.2753611259792
9,41,1,0,0,1,231.83623652435386
9,42,1,0,0,1,231.8605684178819
9,43,1,0,0,3,233.11806304546602
9,44,1,0,1,3,246.05818098260278
9,45,1,1,0,3,248.3368122698689
9,46,1,0,0,5,234.3176905428338
9,47,0,0,0,2,218.09693455552582
9,48,0,1,0,5,235.0202523013105
9,49,1,1,1,6,256.5339438364641
9,50,1,1,1,5,265.90142824978483
9,51,0,1,0,3,230.0281631280351
9,52,0,1,0,4,230.908060626812
9,53,0,1,0,5,233.98295286484762
9,54,0,1,0,0,229.22636210814835
9,55,0,1,0,6,242.83037929616137
9,56,0,1,0,2,234.34061659683124
9,58,0,1,0,1,231.14034198505993
9,0,1,1,1,1,259.0273085849511
9,1,1,1,0,3,246.78742032628213
9,2,1,0,0,5,233.8938607743745
9,3,0,0,0,2,223.21822181720006
9,4,0,0,0,1,220.38873765167054
9,5,0,0,0,5,222.00993392253216
9,7,0,0,0,5,223.39933412824303
9,8,0,0,1,7,247.33939972707853
9,9,1,0,1,3,247.39184189930404
9,10,1,1,0,7,250.74875844385178
9,11,0,1,0,6,233.14496564051805
9,12,0,0,0,1,220.7647033023082
9,13,0,0,0,1,219.8385319858374
9,14,0,0,1,1,232.56720820451477
9,15,0,0,0,6,225.65001493100053
9,16,0,0,0,2,219.26573828466604
9,17,0,1,0,0,232.22183057549398
9,18,0,1,0,0,231.6159337344215
9,19,0,1,0,5,233.21062783834574
9,20,1,1,1,2,264.88000378436675
9,21,1,0,1,2,247.11302290763086
9,22,1,1,1,7,280.18608070875274
9,23,1,1,0,3,248.19476645101935
9,24,1,1,0,1,245.2526765572109
9,25,1,1,1,0,253.59382281744206
9,26,1,1,1,7,268.37816856912724
9,27,1,1,0,5,249.42925079382755
9,28,0,1,0,5,230.90898796563962
9,29,0,1,0,6,238.35055156590863
9,30,0,0,0,3,219.6897985757613
9,31,0,0,1,5,232.53938334809425
9,32,0,0,0,5,220.19758159124564
9,33,0,0,1,5,231.6163714481015
9,34,0,0,0,7,223.22396499128703
9,35,1,0,0,0,227.07629599142007
9,36,1,0,0,0,228.89790936250014
9,37,1,0,0,3,233.4870512052465
9,38,1,1,0,7,266.13345726141836
9,39,0,1,0,7,245.75024864677994
9,40,1,0,0,3,234.01310906559698
9,41,1,0,0,0,230.79112714161258
9,42,1,0,0,5,236.36736791463184
9,44,1,0,0,0,230.0886181069123
9,45,1,0,0,3,233.2228598290125
9,46,1,0,0,4,229.95600184198665
9,47,0,0,0,3,222.79754923235538
9,48,0,0,0,6,221.95459906902875
9,49,0,0,0,2,217.41366328180018
9,51,1,0,1,4,243.2942946945194
9,52,0,0,1,3,229.55278798814524
9,53,0,0,0,6,220.41240812777852
9,55,1,0,0,1,231.85714071954675
9,56,1,0,0,2,232.7847180945212
9,57,1,1,0,2,249.42969826107125
9,58,1,0,0,3,231.4773609156989
9,59,1,0,1,0,243.96141447175435
9,0,1,0,1,1,247.19388972567947
9,1,1,0,0,1,232.33882581048783
9,2,1,0,0,6,231.55093012903356
9,3,1,0,0,2,234.01135458482233
9,4,1,1,0,6,258.6451709416968
9,5,0,0,0,2,220.87704484357909
9,6,0,0,0,2,220.80437052312732
9,8,1,0,0,4,232.48249866113207
9,10,1,0,1,5,246.6968535617737
9,11,1,0,0,7,248.2571849855676
9,12,0,0,0,0,218.77673994953363
9,14,0,0,0,2,224.3537586287586
9,15,0,1,0,2,230.9901628639051
9,16,0,1,0,4,233.4715808896426
9,17,0,1,0,5,232.36364432700583
9,18,1,1,0,6,247.46112064366497
9,22,0,0,0,7,234.5525865367296
9,23,1,0,0,6,248.04103623991764
9,24,0,0,0,4,218.079862242903
9,25,0,0,0,0,216.53063989425036
9,26,0,0,0,7,231.23384403036215
9,27,1,0,0,2,236.51300038211383
9,29,1,1,0,0,240.20337737010726
9,30,1,1,0,2,245.48102418976487
9,31,1,1,0,2,245.0401168712276
9,32,1,0,0,1,231.39544265300972
9,34,1,0,1,4,243.90663136592633
9,35,0,0,1,4,226.62491903546243
9,36,0,0,1,2,226.51897940256694
9,37,0,0,1,4,226.82388951781596
9,38,1,0,1,0,243.07000863509106
9,39,1,0,1,0,242.45545429215753
9,40,1,0,1,2,247.08266994178575
9,41,1,0,1,2,246.66586087585614
9,42,1,0,1,1,242.65569500162195
9,43,1,0,1,4,245.92967049800828
9,44,0,0,1,7,250.20866067792736
9,45,0,0,0,5,223.79879702311868
9,46,1,0,0,0,229.05659101614867
9,47,1,0,0,5,232.5378807684127
9,48,1,0,0,2,228.381322699975
9,49,1,0,0,1,228.50504199533034
9,50,1,0,0,1,228.40483950876074
9,51,1,0,0,2,228.87000304817883
9,52,1,0,0,4,227.17571007046917
9,54,0,0,0,2,218.7992778869377
9,55,0,0,0,6,221.1480795079927
9,56,0,0,0,5,219.05015894581092
9,58,0,0,1,5,237.12372525713877
9,59,0,0,1,5,233.09116440778655
9,0,1,0,0,4,232.92717684653448
9,1,1,0,0,4,231.78455744905744
9,2,0,0,0,4,220.59253195014173
9,4,0,0,0,2,221.76438354797153
9,6,0,0,0,4,222.26586969061307
9,7,1,0,0,1,231.55599092501274
9,9,1,0,0,7,247.52153599571594
9,10,0,0,0,6,226.677938129504
9,11,1,0,0,5,235.11517868481903
9,12,0,0,1,3,233.08313508229742
9,13,0,1,0,1,235.78165301896317
9,14,0,1,0,3,237.91170652711313
9,16,0,0,0,0,215.8471729394965
9,17,0,0,0,7,231.8246565470988
9,18,0,0,0,1,218.19200076940106
9,19,0,0,0,2,216.80328399379042
9,21,0,0,0,5,220.41991966263367
9,24,0,0,0,7,230.456997758874
9,25,1,1,0,1,244.9634640256126
9,27,0,0,0,3,218.0901624629769
9,28,0,0,1,0,228.55031576814002
9,29,0,0,1,6,229.3052299897748
9,30,0,0,1,2,230.16209671358348
9,31,0,0,1,1,232.24298198986037
9,32,0,0,0,0,215.22039954832115
9,33,0,0,0,6,219.59905076050177
9,34,0,0,0,2,215.9514759718619
9,35,0,1,0,2,234.7518297913726
9,36,0,1,0,3,234.31909848965068
9,37,0,0,1,2,228.44318531300638
9,38,0,1,1,5,248.35244545978435
9,39,0,1,0,4,230.74798749881015
9,40,0,1,0,4,230.1622653526471
9,41,1,1,0,2,246.91546513723605
9,43,1,0,0,6,245.45964440034197
9,44,1,0,0,1,230.1853739011846
9,45,1,0,0,4,234.13130988355198
9,46,1,0,0,7,246.96183843348484
9,47,0,0,0,0,213.8119095260493
9,48,0,0,0,7,229.84650123504161
9,49,1,0,1,1,242.26260788100427
9,50,1,0,1,3,243.75265078858632
9,51,1,0,1,7,243.26369707839572
9,52,1,1,0,1,242.28758672288097
9,53,1,1,0,3,246.17104398786628
9,54,1,1,0,5,244.3821509616725
9,55,1,1,0,5,250.47096395814012
9,56,1,1,0,2,246.1979459665935
9,59,0,1,0,4,231.7708958283722
9,0,1,1,0,0,243.80202078228274
9,2,1,0,0,4,232.1624507790237
9,4,0,0,0,7,236.5955402322753
9,5,0,1,0,5,235.39821471899313
9,7,0,1,0,6,239.73676407053532
9,8,0,1,0,6,232.80658061439092
9,11,0,1,0,5,235.5034653463444
9,12,1,1,1,0,258.2106119092544
9,13,1,1,1,1,261.20013551649055
9,14,1,1,0,7,260.0674418977725
9,15,1,0,0,4,233.00501116924767
9,16,0,0,0,7,237.85942065162098
9,17,0,0,1,2,233.8960329808454
9,18,0,1,1,5,246.72877444104523
9,19,1,1,0,3,247.8848586695836
9,20,1,1,0,4,243.7627474843872
9,21,0,1,0,1,231.92225133922562
9,22,0,1,0,6,233.58836201327338
9,23,0,1,0,7,241.457321744181
9,24,0,1,0,2,234.84501788616944
9,25,0,1,0,3,236.21880915152377
9,27,0,1,0,3,238.78579428205938
9,28,0,1,0,3,235.6215936993883
9,29,0,1,0,3,233.81006121252247
9,30,0,0,0,4,221.91087503568534
9,31,0,0,0,2,218.32283877111436
9,32,0,1,0,2,231.15774219346176
9,33,0,0,0,0,212.69972613739975
9,35,0,0,1,2,229.2513109930429
9,36,0,0,1,6,229.7200513705044
9,37,0,0,1,1,229.5158291675628
9,38,0,0,1,4,230.99075991717828
9,39,0,0,1,1,227.34590498673685
9,40,0,0,0,6,220.1690745778947
9,41,0,0,0,0,216.28905321928346
9,43,0,0,0,7,229.25849881325516
9,44,0,0,0,3,223.33132948147238
9,45,0,0,0,0,216.54023985042045
9,46,0,0,0,7,232.1935910742738
9,47,1,0,0,1,229.50844339681353
9,48,1,0,1,3,243.88017097635642
9,50,1,0,0,4,230.60858732481958
9,52,1,1,0,4,245.71603281305002
9,53,0,1,0,3,230.94755816503536
9,54,0,0,0,6,224.4953583015626
9,55,0,1,0,4,233.1381488923777
9,56,1,1,0,0,246.23530594792908
9,57,1,1,0,5,251.14323125010014
9,59,0,1,0,3,240.57629072893604
9,0,0,0,0,5,217.49404346278877
9,1,0,0,0,6,222.36549038561708
9,2,0,0,0,0,217.13571788548413
9,3,0,0,0,4,219.37443462664405
9,4,1,0,0,3,234.85843562290427
9,5,1,0,0,1,234.46579941483378
9,7,1,0,0,3,233.054803403013
9,8,1,0,1,0,244.55265375508185
9,9,1,0,1,1,243.37801945670634
9,10,1,0,0,0,232.81595999222353
9,11,1,0,0,4,234.90320118096403
9,13,1,1,0,0,246.52114523523215
9,16,0,1,0,3,233.39049075198318
9,18,1,0,0,3,237.77625953563512
9,20,1,0,0,6,235.4981696119429
9,21,0,1,0,0,230.7059505875954
9,23,0,1,0,6,230.39504623528623
9,25,0,1,0,2,234.17940745711982
9,26,0,0,0,0,214.9189929413412
9,27,0,0,0,5,217.40576477537073
9,28,0,0,0,1,215.57968283754224
9,29,0,0,1,0,229.95664252819563
9,30,0,0,1,4,228.8375391144009
9,31,0,0,1,7,243.5066360368161
9,34,1,1,0,3,252.4974639354146
9,35,1,0,1,5,248.40003055310012
9,36,0,0,1,3,227.49625893858504
9,37,0,0,0,4,215.3016977158604
9,38,0,0,0,2,212.81131815321226
9,39,0,0,0,2,216.09704746763228
9,40,0,1,0,2,231.81423234552977
9,41,0,1,0,4,234.86597496186226
9,42,0,1,0,7,239.1556512930044
9,43,1,0,1,0,243.5290861144688
9,44,1,0,1,0,244.968990198097
9,45,1,0,1,1,246.09751458518275
9,46,1,0,0,3,230.5744759118828
9,47,1,1,0,0,242.10202543507725
9,48,1,1,0,7,251.35354014478617
9,49,0,0,1,2,230.2300752314651
9,50,0,0,1,5,228.77115440578334
9,51,0,0,0,4,214.62276073789698
9,52,0,0,0,3,216.97079380443785
9,53,0,1,0,6,246.22193970359749
9,55,0,0,0,2,219.83077326475663
9,58,0,0,0,4,221.02183893936285
9,0,0,0,0,6,220.42188690426445
9,1,0,0,0,3,218.10129627546087
9,3,0,0,0,5,219.74400799806364
9,5,1,0,0,7,246.37972739662123
9,6,0,1,0,7,249.4172191665596
9,7,0,1,0,0,232.73957247865843
9,9,0,1,0,5,236.05984791504957
9,10,0,1,0,1,236.08787205874967
9,11,0,1,0,1,233.66803582824002
9,12,0,1,0,1,233.40448340529065
9,13,0,1,1,1,249.3414718539936
9,14,0,1,0,5,234.84083963258624
9,15,1,1,0,1,250.7118888102284
9,16,1,1,0,0,245.30316997596498
9,17,1,1,0,0,246.17815443163948
9,18,1,1,0,2,247.96014031802332
9,19,1,1,0,4,245.68349140795237
9,20,0,1,0,6,235.06069011393197
9,21,0,0,0,7,233.7627962694196
9,22,0,1,0,1,231.00752901110027
9,23,0,1,0,4,232.22396558161827
9,25,1,1,0,7,246.74465748694075
9,26,1,0,0,4,232.84998091258592
9,27,1,0,0,3,236.27673447819038
9,28,1,0,0,4,231.7985673940687
9,29,0,0,0,0,215.93654155395765
9,30,0,0,0,6,220.52862894634146
9,33,0,0,0,7,230.191688119971
9,34,0,0,1,6,234.51386875049923
9,35,0,1,1,3,243.75095773255012
9,36,0,1,0,0,229.59763419103507
9,37,0,1,0,0,225.98301009656288
9,38,0,1,0,6,241.88826199604534
9,40,1,0,0,4,229.80150710279415
9,41,0,0,0,4,216.7939605629707
9,44,1,1,0,5,246.4138880623506
9,45,0,1,1,7,252.01102058614
9,46,0,0,0,2,218.5608781563648
9,47,0,1,0,5,232.0816917386369
9,48,0,1,0,6,230.31376887594575
9,49,0,1,0,7,248.87128314342223
9,50,0,1,0,5,227.10278173163024
9,51,0,1,0,6,229.90512823120469
9,52,0,1,0,2,232.5979239329348
9,53,0,1,0,4,230.0513713018101
9,54,0,1,0,2,234.55734616188585
9,56,0,0,0,7,227.59222125059858
9,57,1,0,0,6,237.6053089094481
9,58,1,0,0,6,231.09046504767062
9,59,0,0,0,7,232.38034160456925
9,0,0,0,0,1,219.08379374688522
9,4,0,0,0,3,223.40208668538276
9,5,0,1,0,6,240.91168492112655
9,6,0,0,0,5,223.2702395574631
9,7,0,0,0,6,220.48940263604402
9,8,0,1,0,3,235.37593797895846
9,9,0,0,0,6,222.97600869106427
9,10,0,0,0,5,223.32807173150732
9,11,0,0,0,6,222.06461996921877
9,12,1,1,0,0,246.3683685822054
9,13,1,1,0,5,248.82725886397992
9,16,1,1,0,5,249.72096325054972
9,17,0,1,0,7,250.32951576105188
9,18,1,0,0,7,247.01673049025757
9,19,0,0,0,7,233.03080623778263
9,20,0,0,0,2,216.52224481500787
9,22,0,0,0,0,213.96477033790313
9,23,0,0,0,5,218.05466765796956
9,24,1,0,0,0,230.94946578959156
9,25,1,0,0,7,251.0556552877015
9,26,0,0,0,1,214.80631511812538
9,30,1,0,0,4,233.29957905347894
9,31,1,0,0,1,231.36724067885214
9,32,1,0,0,0,229.99248440661668
9,33,1,0,0,7,243.40288993754797
9,34,0,1,0,3,234.04993852206388
9,35,0,0,0,3,215.6978689972358
9,36,0,0,0,0,217.10096732687418
9,38,0,0,0,5,214.54273547069013
9,39,0,0,0,3,218.61192203792896
9,40,0,0,1,7,251.4356313998253
9,42,0,0,0,6,217.79502745799616
9,43,1,1,0,5,251.98078356345582
9,47,0,0,1,4,229.55657260847113
9,48,0,0,1,0,228.169672587769
9,49,0,0,1,3,233.897757936105
9,52,0,0,0,1,212.81989256191673
9,53,0,0,0,4,218.64522740438423
9,54,0,0,0,5,219.49925226627855
9,55,0,0,1,2,227.12549987214376
9,56,0,0,1,7,249.14417936190404
9,57,0,0,0,4,217.21679984494577
9,58,0,0,0,1,221.45655740885218
9,59,0,0,0,6,223.26098640483866
9,1,0,0,0,4,217.40891686392632
9,2,0,0,0,6,232.30590158176847
9,3,0,1,0,3,235.38272548403415
9,5,1,0,0,0,232.0262817776452
9,6,1,0,0,7,249.46695411017868
9,7,1,0,1,6,252.87031605680576
9,8,0,1,1,6,246.71286691754935
9,9,0,0,1,5,236.20194772007744
9,10,0,0,1,0,232.5135925659787
9,11,0,0,1,3,235.3593788661798
9,13,0,0,0,2,221.727287672748
9,14,0,0,0,6,220.3987867836706
9,15,0,1,0,3,238.07674828525526
9,17,0,0,0,2,220.5643820791466
9,18,0,1,0,4,235.40716656392036
9,20,0,1,0,1,232.33974411576264
9,21,0,1,0,7,244.96043046773732
9,25,0,0,0,2,220.4777209636878
9,27,0,0,0,2,217.72687309665815
9,31,0,0,0,5,218.01836216076583
9,33,0,1,0,0,227.60994914188083
9,34,0,1,0,7,243.4248886578934
9,35,0,0,0,5,217.77128447158432
9,37,1,0,1,3,250.5275524128731
9,38,1,0,1,7,265.12878626585194
9,41,0,0,0,7,235.36898660447665
9,42,0,1,0,5,231.89828617227775
9,43,0,1,0,5,230.24654486543594
9,44,0,1,1,2,244.99022943987939
9,45,0,0,1,0,229.14691886610896
9,46,0,0,1,3,233.80123420819575
9,47,0,0,0,5,217.30176648465806
9,50,0,1,0,6,230.46488262875954
9,51,0,0,0,5,217.3517452434339
9,52,0,0,0,2,219.29943340859282
9,53,0,0,0,5,219.14196922739032
9,54,0,0,0,1,214.95856727426712
9,55,0,0,1,5,229.1962605599861
9,57,1,0,0,7,248.82530512393396
9,58,0,1,0,2,232.2238611864072
9,59,0,0,0,0,216.2556559679331
9,2,1,1,0,0,245.64348519006478
9,3,1,1,0,1,249.20299890448393
9,4,1,1,0,1,243.6169196990751
9,5,1,1,0,4,246.6039174169472
9,6,0,1,0,5,235.01560751353685
9,7,1,1,0,1,246.47489049654297
9,8,1,1,1,5,259.92869088507007
9,9,0,1,1,3,252.40817448183716
9,10,0,1,0,3,235.08430588411775
9,11,0,0,1,2,233.9390058128235
9,12,0,1,1,1,250.01158808731424
9,13,0,1,1,7,270.35990393606323
9,14,1,0,1,1,246.97415653922914
9,15,1,0,0,6,236.21477243236902
9,16,0,0,0,1,218.83879158975785
9,17,0,0,1,0,232.28301047863903
9,18,0,0,1,0,232.40942653506687
9,19,0,0,1,7,244.95694407856874
9,21,1,0,0,7,247.33089313485985
9,23,0,1,0,1,231.26882011533112
9,24,0,1,0,4,229.7088667665317
9,26,1,1,0,4,248.09413802678392
9,27,1,1,0,7,257.8873104040037
9,28,0,1,0,1,229.91431294212225
9,29,0,1,0,2,231.47911553962254
9,30,0,1,0,5,234.2402653559741
